name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,LastExonStart,LastExonEnd,StopCodon
CCPG1,chr15,-,55647447,55700708,55651696,55681622,55647447,55653142,TAA
PYGO1,chr15,-,55831087,55881145,55838220,55881050,55831087,55839345,TAA
RFX7,chr15,-,56382731,56535483,56385542,56535483,56382731,56388818,TAA
ALDH1A2,chr15,-,58245621,58358616,58247394,58357848,58245621,58247467,TAA
ADAM10,chr15,-,58887402,59042177,58889745,59041733,58887402,58889840,TAA
BNIP2,chr15,-,59955564,59981479,59956267,59974656,59955564,59956319,TAA
RORA,chr15,-,60780482,61521518,60789653,61521417,60780482,60789818,TAA
VPS13C,chr15,-,62144587,62352672,62146655,62352573,62144587,62146757,TAA
RPS27L,chr15,-,63445538,63450001,63446230,63449604,63445538,63446259,TAA
DAPK2,chr15,-,64200121,64338521,64200718,64332460,64200121,64200799,TAA
CTD-2116N17.1,chr15,-,64472546,64665968,64472546,64592698,64472546,64472653,TAA
OAZ2,chr15,-,64979771,64995480,64980902,64995247,64979771,64981033,TAA
CLPX,chr15,-,65440556,65477680,65443160,65477491,65440556,65443251,TAA
CILP,chr15,-,65488336,65503826,65489068,65502093,65488336,65491437,TAA
PARP16,chr15,-,65550431,65579210,65551744,65578764,65550431,65551883,TAA
DPP8,chr15,-,65734800,65809611,65739221,65808030,65734800,65739344,TAA
DENND4A,chr15,-,65952953,66084462,65954188,66048788,65952953,65954325,TAA
MEGF11,chr15,-,66187633,66546075,66190271,66420741,66187633,66190432,TAA
TIPIN,chr15,-,66628543,66649054,66629295,66645285,66628543,66629519,TAA
SNAPC5,chr15,-,66782643,66790088,66786773,66790069,66782643,66783055,TAA
RPL4,chr15,-,66790354,66797221,66791744,66797128,66790354,66791990,TAA
ANP32A,chr15,-,69070873,69113234,69072419,69113090,69070873,69072481,TAA
TLE3,chr15,-,70340128,70390515,70342435,70389137,70340128,70342543,TAA
LARP6,chr15,-,71123862,71146498,71124390,71146427,71123862,71125455,TAA
THAP10,chr15,-,71173680,71185124,71174792,71184611,71173680,71174989,TAA
GRAMD2,chr15,-,72452147,72490126,72454349,72490112,72452147,72454353,TAA
NPTN,chr15,-,73852354,73926475,73854250,73925556,73852354,73853389,TAA
RP11-247C2.2,chr15,-,74418255,74421179,74420765,74421077,74418255,74421179,TAA
COX5A,chr15,-,75212131,75230509,75215997,75230355,75212131,75212783,TAA
SIN3A,chr15,-,75663273,75748124,75664319,75722716,75663273,75664550,TAA
PTPN9,chr15,-,75759461,75871630,75761109,75871117,75759461,75761324,TAA
SNUPN,chr15,-,75890423,75918156,75890698,75913392,75890423,75891022,TAA
SCAPER,chr15,-,76640528,77176217,76640973,77176158,76640528,76641077,TAA
PEAK1,chr15,-,77400470,77544873,77406497,77474268,77400470,77407661,TAA
ACSBG1,chr15,-,78459809,78527049,78463785,78526843,78459809,78463871,TAA
WDR61,chr15,-,78575576,78591947,78575773,78588028,78575576,78575863,TAA
MTHFS,chr15,-,80137317,80189391,80137551,80189330,80137317,80137784,TAA
ST20-MTHFS,chr15,-,80137536,80216086,80137551,80200015,80137536,80137784,TAA
ST20,chr15,-,80191188,80207598,80191272,80200015,80191188,80191467,TAA
STARD5,chr15,-,81601393,81616466,81605596,81616440,81601393,81605744,TAA
MEX3B,chr15,-,82334118,82338482,82335500,82338046,82334118,82336954,TAA
GOLGA6L10,chr15,-,82635129,82641706,82635129,82641606,82635129,82635262,TAA
RP13-996F3.4,chr15,-,83011378,83018198,83011414,83018098,83011378,83011547,TAA
BTBD1,chr15,-,83685173,83736106,83686818,83735903,83685173,83686977,TAA
HDGFRP3,chr15,-,83806815,83876770,83808021,83876166,83806815,83808027,TAA
BNC1,chr15,-,83924654,83953466,83926193,83953380,83924654,83926878,TAA
SEC11A,chr15,-,85212774,85259947,85213249,85259306,85212774,85213300,TAA
KIF7,chr15,-,90171207,90198682,90171649,90196161,90171207,90172017,TAA
FAM174B,chr15,-,93160672,93199188,93162685,93198889,93160672,93162689,TAA
LYSMD4,chr15,-,100267609,100273626,100269327,100272116,100267609,100269936,TAA
LINS,chr15,-,101107118,101142445,101109442,101121047,101107118,101110322,TAA
CHSY1,chr15,-,101715927,101792137,101717592,101791661,101715927,101719185,TAA
PCSK6,chr15,-,101844133,102029873,101845462,102029873,101844133,101845560,TAA
RP11-89K11.1,chr15,-,102277301,102285913,102277410,102284775,102277301,102277572,TAA
LUC7L,chr16,-,238967,279462,239962,279338,238967,240134,TAA
C16orf13,chr16,-,684428,686342,684596,686290,684428,684644,TAA
CCDC154,chr16,-,1484388,1494490,1484408,1494323,1484388,1484535,TAA
MEIOB,chr16,-,1883983,1922179,1884256,1918176,1883983,1884367,TAA
PGP,chr16,-,2261997,2264808,2263728,2264778,2261997,2264054,TAA
ECI1,chr16,-,2289395,2301615,2289979,2301567,2289395,2290146,TAA
RNPS1,chr16,-,2303116,2318413,2303964,2314644,2303116,2304064,TAA
PRSS33,chr16,-,2833953,2836708,2834644,2836548,2833953,2834803,TAA
ZNF200,chr16,-,3272324,3285456,3273891,3283755,3272324,3274613,TAA
ZNF597,chr16,-,3486103,3493542,3486423,3493153,3486103,3487538,TAA
CDIP1,chr16,-,4560675,4588471,4562572,4564131,4560675,4562684,TAA
UBALD1,chr16,-,4658883,4664927,4659633,4664798,4658883,4659984,TAA
GLYR1,chr16,-,4853203,4897343,4855236,4897266,4853203,4855311,TAA
GRIN2A,chr16,-,9852375,10276611,9857005,10274268,9852375,9858805,TAA
TNP2,chr16,-,11361713,11363189,11361852,11363119,11361713,11361869,TAA
PRM2,chr16,-,11369495,11370337,11369756,11370227,11369495,11369794,TAA
PRM1,chr16,-,11374692,11375207,11374848,11375095,11374692,11374892,TAA
TXNDC11,chr16,-,11772935,11836734,11773050,11836586,11772935,11773693,TAA
ZC3H7A,chr16,-,11844441,11891123,11845172,11876210,11844441,11845362,TAA
RSL1D1,chr16,-,11929055,11945442,11931643,11945369,11929055,11931970,TAA
GSPT1,chr16,-,11961984,12009777,11966975,12009577,11961984,11967028,TAA
PARN,chr16,-,14529557,14724124,14530573,14723982,14529557,14530629,TAA
NTAN1,chr16,-,15131709,15149921,15131887,15149828,15131709,15132067,TAA
NPIPA5,chr16,-,15457515,15472151,15457515,15472151,15457515,15457926,TAA
KIAA0430,chr16,-,15688242,15737023,15690549,15733090,15688242,15690794,TAA
MYH11,chr16,-,15797028,15950868,15797847,15932109,15797028,15797980,TAA
FOPNL,chr16,-,15959576,15982472,15961296,15982442,15959576,15961373,TAA
NPIPA8,chr16,-,18411805,18441131,18411824,18412286,18411805,18412292,TAA
RP11-1212A22.4,chr16,-,18451951,18470696,18451977,18466642,18451951,18452445,TAA
KNOP1,chr16,-,19714901,19729556,19718231,19726357,19714901,19718543,TAA
ACSM1,chr16,-,20634558,20702578,20634807,20702510,20634558,20634894,TAA
ZP2,chr16,-,21208772,21222868,21208800,21222868,21208772,21208943,TAA
CRYM,chr16,-,21269841,21314372,21270101,21289572,21269841,21270166,TAA
CDR2,chr16,-,22357256,22385938,22358285,22385630,22357256,22359144,TAA
GGA2,chr16,-,23474862,23521815,23478910,23521732,23474862,23479021,TAA
NDUFAB1,chr16,-,23592322,23607677,23593604,23607611,23592322,23592494,TAA
PALB2,chr16,-,23614490,23652631,23614779,23652478,23614490,23614990,TAA
RP11-345J4.5,chr16,-,29454590,29465972,29458331,29465772,29454590,29455009,TAA
GDPD3,chr16,-,30116130,30125177,30116192,30124799,30116130,30116330,TAA
TP53TG3,chr16,-,32684851,32688053,32685872,32687418,32684851,32685885,TAA
VPS35,chr16,-,46690053,46723104,46694383,46723045,46690053,46694563,TAA
MYLK3,chr16,-,46740890,46782221,46741615,46782105,46740890,46741675,TAA
DNAJA2,chr16,-,46989298,47007699,46990940,47007483,46989298,46991132,TAA
NETO2,chr16,-,47111613,47177908,47117131,47177523,47111613,47117712,TAA
ABCC11,chr16,-,48200820,48269088,48201184,48265832,48200820,48201277,TAA
SALL1,chr16,-,51169885,51185186,51171022,51185152,51169885,51171463,TAA
C16orf97,chr16,-,52060263,52107814,52060279,52107796,52060263,52060356,TAA
AKTIP,chr16,-,53524951,53537163,53526323,53534171,53524951,53526431,TAA
PLLP,chr16,-,57290003,57318599,57290824,57318452,57290003,57290941,TAA
CNGB1,chr16,-,57917705,58005016,57918067,58001190,57917705,57918361,TAA
C16orf80,chr16,-,58147495,58163354,58147928,58163019,58147495,58147934,TAA
SLC38A7,chr16,-,58699012,58719008,58701288,58714030,58699012,58701391,TAA
GOT2,chr16,-,58741034,58768261,58742074,58768132,58741034,58742197,TAA
CDH11,chr16,-,64977655,65156101,64981505,65038772,64977655,64982002,TAA
EXOC3L1,chr16,-,67218268,67224107,67218296,67223579,67218268,67218507,TAA
PSMB10,chr16,-,67968404,67970990,67968462,67970652,67968404,67968574,TAA
LCAT,chr16,-,67973652,67978034,67973806,67978004,67973652,67974381,TAA
PDF,chr16,-,69362523,69364498,69362924,69364473,69362523,69363082,TAA
TMED6,chr16,-,69377150,69385712,69377309,69385656,69377150,69377543,TAA
ZNF23,chr16,-,71481499,71496117,71481995,71487978,71481499,71483785,TAA
ZNF19,chr16,-,71507492,71523241,71509072,71516017,71507492,71510175,TAA
ZFHX3,chr16,-,72816783,73093597,72821062,72984841,72816783,72822747,TAA
CMC2,chr16,-,81009698,81040719,81009989,81030999,81009698,81010076,TAA
PKD1L2,chr16,-,81134727,81253975,81134727,81253975,81134727,81134889,TAA
MPHOSPH6,chr16,-,82181766,82203831,82182335,82203780,82181766,82182468,TAA
KCNG4,chr16,-,84255822,84273304,84255822,84271091,84255822,84256626,TAA
COTL1,chr16,-,84599199,84651683,84600450,84651520,84599199,84600561,TAA
FAM92B,chr16,-,85131964,85146114,85132790,85145958,85131964,85132952,TAA
PABPN1L,chr16,-,88929740,88933026,88930163,88933014,88929740,88930203,TAA
GLOD4,chr17,-,662336,685581,663412,685495,662336,663478,TAA
PITPNA,chr17,-,1421011,1466110,1424894,1465854,1421011,1423832,TAA
TSR1,chr17,-,2225796,2240801,2227489,2239721,2225796,2227668,TAA
AC006435.1,chr17,-,2310278,2318731,2310297,2318651,2310278,2310524,TAA
SPATA22,chr17,-,3343312,3375120,3343440,3372619,3343312,3343632,TAA
MYBBP1A,chr17,-,4442191,4458681,4442234,4458619,4442191,4442270,TAA
GGT6,chr17,-,4460221,4463876,4461309,4463816,4460221,4462352,TAA
ALOX15,chr17,-,4534220,4544960,4534894,4544946,4534220,4535074,TAA
INCA1,chr17,-,4891424,4900905,4891699,4897732,4891424,4891849,TAA
DERL2,chr17,-,5374570,5389537,5378003,5389481,5374570,5378109,TAA
KIAA0753,chr17,-,6481470,6544247,6483066,6538423,6481470,6483184,TAA
TEKT1,chr17,-,6701311,6735080,6703345,6733695,6701311,6703553,TAA
ASGR1,chr17,-,7076749,7082883,7076977,7081882,7076749,7077152,TAA
SOX15,chr17,-,7491495,7493488,7491695,7492994,7491495,7491864,TAA
FXR2,chr17,-,7494547,7518185,7495147,7517850,7494547,7495243,TAA
ALOXE3,chr17,-,7999692,8022365,7999944,8022096,7999692,8000124,TAA
VAMP2,chr17,-,8062466,8066293,8064172,8066197,8062466,8064189,TAA
CTC1,chr17,-,8131135,8151362,8131497,8151354,8131135,8131637,TAA
AC135178.1,chr17,-,8261730,8263538,8262809,8263223,8261730,8263538,TAA
RPL26,chr17,-,8280837,8286511,8280881,8285628,8280837,8281010,TAA
MYH10,chr17,-,8377522,8534079,8379121,8526564,8377522,8379266,TAA
CCDC42,chr17,-,8633251,8648154,8633447,8647927,8633251,8633525,TAA
DHRS7C,chr17,-,9674750,9694614,9674804,9694601,9674750,9675013,TAA
MYH8,chr17,-,10293638,10325267,10293770,10323544,10293638,10293920,TAA
MYH4,chr17,-,10346606,10372876,10346691,10370062,10346606,10346844,TAA
MYH1,chr17,-,10395623,10421860,10395732,10419959,10395623,10395885,TAA
TMEM220,chr17,-,10616611,10633633,10618769,10633168,10616611,10618905,TAA
HS3ST3A1,chr17,-,13399005,13505244,13399513,13504446,13399005,13400135,TAA
CDRT15,chr17,-,14138989,14140166,14139172,14140150,14138989,14139328,TAA
TVP23C-CDRT4,chr17,-,15339337,15466875,15343566,15466762,15339337,15341517,TAA
TVP23C,chr17,-,15405577,15466858,15406177,15466762,15405577,15406546,TAA
ZSWIM7,chr17,-,15879873,15903006,15881360,15902908,15879873,15881477,TAA
ZNF287,chr17,-,16454700,16472520,16455169,16471045,16454700,16456740,TAA
ZNF624,chr17,-,16524050,16557167,16525601,16553058,16524050,16527823,TAA
TNFRSF13B,chr17,-,16842398,16875402,16842860,16875389,16842398,16843111,TAA
PLD6,chr17,-,17104308,17109629,17106080,17109600,17104308,17106412,TAA
FLII,chr17,-,18148149,18162230,18148451,18162004,18148149,18148586,TAA
SHMT1,chr17,-,18231186,18266801,18232063,18259295,18231186,18232233,TAA
CCDC144NL,chr17,-,20766707,20799453,20768727,20799333,20766707,20768822,TAA
C17orf103,chr17,-,21142182,21156578,21146625,21156576,21142182,21146742,TAA
SPAG5,chr17,-,26904591,26926297,26904716,26925964,26904591,26904788,TAA
DHRS13,chr17,-,27224798,27230089,27225458,27229962,27224798,27225910,TAA
SLC6A4,chr17,-,28523394,28562954,28525473,28548976,28523394,28525548,TAA
EVI2B,chr17,-,29630783,29641130,29631280,29632627,29630783,29632648,TAA
MMP28,chr17,-,34105508,34122711,34105877,34122381,34105508,34106079,TAA
C17orf66,chr17,-,34181954,34195895,34182066,34195746,34181954,34182414,TAA
CCL15-CCL14,chr17,-,34310691,34328660,34324802,34328531,34310691,34310924,TAA
CCL15,chr17,-,34324617,34329084,34324802,34328531,34324617,34324896,TAA
DDX52,chr17,-,35969825,36003493,35974340,36003449,35969825,35974398,TAA
GPR179,chr17,-,36481492,36499693,36482347,36499672,36481492,36487414,TAA
AC006449.1,chr17,-,36884085,36884451,36884085,36884451,36884085,36884451,TAA
C17orf98,chr17,-,36991340,36997708,36991441,36997642,36991340,36991599,TAA
FBXO47,chr17,-,37092684,37123655,37093427,37119278,37092684,37093543,TAA
GSDMB,chr17,-,38060849,38074903,38061064,38073569,38060849,38061217,TAA
TOP2A,chr17,-,38544767,38574202,38545770,38574043,38544767,38545899,TAA
SMARCE1,chr17,-,38781213,38804760,38785036,38802054,38781213,38785245,TAA
KRT222,chr17,-,38812481,38821393,38812653,38821351,38812481,38812882,TAA
KRT24,chr17,-,38854242,38860002,38854488,38859945,38854242,38854592,TAA
KRT25,chr17,-,38904272,38911584,38904528,38911523,38904272,38904638,TAA
KRT26,chr17,-,38922489,38928414,38922766,38928365,38922489,38922918,TAA
KRT10,chr17,-,38974368,38978847,38974727,38978837,38974368,38974734,TAA
KRT12,chr17,-,39017554,39023462,39017912,39023438,39017554,39018010,TAA
KRT20,chr17,-,39032192,39041479,39032612,39041437,39032192,39032710,TAA
KRT39,chr17,-,39114668,39123144,39114852,39123108,39114668,39115111,TAA
KRTAP3-3,chr17,-,39149685,39150385,39150052,39150349,39149685,39150385,TAA
KRTAP3-1,chr17,-,39164775,39165366,39165029,39165326,39164775,39165366,TAA
KRTAP1-4,chr17,-,39185948,39186356,39185964,39186330,39185948,39186356,TAA
KRTAP1-3,chr17,-,39190141,39191107,39190569,39191073,39190141,39191107,TAA
KRTAP4-16P,chr17,-,39257753,39258461,39257753,39258461,39257753,39258461,TAA
KRTAP4-12,chr17,-,39279342,39280419,39279768,39280374,39279342,39280419,TAA
KRTAP4-5,chr17,-,39305177,39306054,39305473,39306019,39305177,39306054,TAA
KRTAP29-1,chr17,-,39458077,39459103,39458077,39459103,39458077,39459103,TAA
KRTAP16-1,chr17,-,39463951,39465505,39463951,39465505,39463951,39465505,TAA
KRT13,chr17,-,39657232,39661849,39657507,39661802,39657232,39657614,TAA
KRT15,chr17,-,39669994,39678665,39670274,39675079,39669994,39670372,TAA
ACLY,chr17,-,40023183,40075272,40024062,40070126,40023183,40024157,TAA
DNAJC7,chr17,-,40128450,40169671,40128750,40169434,40128450,40128788,TAA
COA3,chr17,-,40949651,40950722,40950078,40950699,40949651,40950185,TAA
PTGES3L,chr17,-,41120106,41132545,41121164,41132199,41120106,41121203,TAA
MPP3,chr17,-,41878810,41910538,41879068,41909274,41878810,41879245,TAA
PPY,chr17,-,42018171,42019836,42018295,42019022,42018171,42018320,TAA
CCDC43,chr17,-,42754807,42767147,42756374,42767121,42754807,42756411,TAA
GJC1,chr17,-,42875815,42908179,42881994,42883185,42875815,42883205,TAA
CDC27,chr17,-,45195068,45266632,45198300,45266538,45195068,45198383,TAA
SCRN2,chr17,-,45915065,45918699,45915209,45918209,45915065,45915368,TAA
CBX1,chr17,-,46147413,46178883,46148796,46154366,46147413,46148941,TAA
HOXB2,chr17,-,46620016,46623441,46620429,46622273,46620016,46621109,TAA
HOXB9,chr17,-,46698517,46703839,46700261,46703631,46698517,46700497,TAA
HOXB13,chr17,-,46802124,46806540,46804151,46805955,46802124,46804405,TAA
ZNF652,chr17,-,47371926,47439835,47375774,47395087,47371926,47376286,TAA
SPOP,chr17,-,47676247,47755525,47677739,47700172,47676247,47677884,TAA
TAC4,chr17,-,47915670,47925379,47916003,47925379,47915670,47916035,TAA
PPP1R9B,chr17,-,48211103,48227877,48212695,48227874,48211103,48212749,TAA
COL1A1,chr17,-,48260649,48278993,48262862,48278874,48260649,48263009,TAA
CHAD,chr17,-,48541858,48546327,48542658,48546174,48541858,48542410,TAA
ANKRD40,chr17,-,48770550,48785285,48773357,48785015,48770550,48773504,TAA
TOB1,chr17,-,48940340,48945339,48940340,48941378,48940340,48941524,TAA
C17orf67,chr17,-,54869274,54911256,54872424,54893243,54869274,54869713,TAA
CUEDC1,chr17,-,55938603,56032684,55943837,55962925,55938603,55940646,TAA
VEZF1,chr17,-,56051119,56065513,56051833,56065472,56051119,56052261,TAA
SRSF1,chr17,-,56080720,56084622,56083107,56084498,56080720,56083334,TAA
SEPT4,chr17,-,56597618,56618179,56597786,56618034,56597618,56597846,TAA
C17orf47,chr17,-,56618947,56621729,56619175,56621547,56618947,56619327,TAA
TRIM37,chr17,-,57060011,57184282,57060278,57183822,57060011,57060282,TAA
RNFT1,chr17,-,58029600,58042080,58030337,58042024,58029600,58030472,TAA
USP32,chr17,-,58256454,58469495,58256615,58469300,58256454,58256789,TAA
NACA2,chr17,-,59667793,59668563,59667893,59668541,59667793,59668563,TAA
BRIP1,chr17,-,59758626,59940882,59760656,59938900,59758626,59761501,TAA
INTS2,chr17,-,59942730,60005377,59944917,60005301,59942730,59945087,TAA
STRADA,chr17,-,61780201,61819330,61781642,61805729,61780201,61781942,TAA
RP11-51F16.8,chr17,-,61780204,61829457,61805767,61829457,61780204,61781111,TAA
CCDC47,chr17,-,61822609,61851135,61824240,61843535,61822609,61824321,TAA
FTSJ3,chr17,-,61896792,61905031,61897161,61904262,61896792,61897354,TAA
SMARCD2,chr17,-,61909443,61920300,61910297,61920034,61909443,61910351,TAA
DDX5,chr17,-,62495733,62502639,62496040,62502237,62495733,62496444,TAA
CTD-2535L24.2,chr17,-,63534219,63637151,63632088,63637151,63534219,63534461,TAA
CEP112,chr17,-,63631655,64188197,63632088,64179417,63631655,63632092,TAA
APOH,chr17,-,64208150,64225535,64208250,64225497,64208150,64208306,TAA
HELZ,chr17,-,65066553,65241299,65074367,65214920,65066553,65074702,TAA
PSMD12,chr17,-,65334031,65362743,65336958,65362635,65334031,65337168,TAA
FAM20A,chr17,-,66533011,66597530,66533617,66596807,66533011,66533882,TAA
ABCA8,chr17,-,66863432,66951492,66864225,66938175,66863432,66864324,TAA
ABCA9,chr17,-,66970628,67057205,66972055,67047267,66970628,66972154,TAA
ABCA6,chr17,-,67074842,67138015,67075113,67136844,67074842,67075215,TAA
ABCA10,chr17,-,67144147,67240987,67144967,67221499,67144147,67145066,TAA
CPSF4L,chr17,-,71244587,71258019,71244632,71257957,71244587,71244675,TAA
FADS6,chr17,-,72873427,72889708,72874459,72889693,72873427,72874606,TAA
USH1G,chr17,-,72912175,72919351,72914167,72919168,72912175,72914171,TAA
ATP5H,chr17,-,73034957,73043080,73035026,73038745,73034957,73035158,TAA
GRB2,chr17,-,73314156,73401790,73316448,73389709,73314156,73316634,TAA
H3F3B,chr17,-,73772514,73775860,73774675,73775255,73772514,73774804,TAA
MRPL38,chr17,-,73894723,73901494,73894930,73900956,73894723,73895067,TAA
SRP68,chr17,-,74035183,74068734,74035786,74068572,74035183,74036014,TAA
FOXJ1,chr17,-,74132413,74137380,74133433,74136476,74132413,74134201,TAA
SRSF2,chr17,-,74730200,74733456,74732242,74733242,74730200,74731240,TAA
SOCS3,chr17,-,76352863,76356158,76354498,76355176,76352863,76355264,TAA
TIMP2,chr17,-,76849058,76921469,76851748,76921170,76849058,76851946,TAA
DDC8,chr17,-,76886661,76899283,76886719,76897910,76886661,76888541,TAA
CANT1,chr17,-,76987798,77005899,76989631,76993704,76987798,76990002,TAA
ACTG1,chr17,-,79476996,79479900,79477715,79479380,79476996,79477859,TAA
P4HB,chr17,-,79801034,79818570,79801887,79818347,79801034,79801968,TAA
ALYREF,chr17,-,79845712,79849462,79846006,79849435,79845712,79846021,TAA
PCYT2,chr17,-,79858840,79869340,79862708,79869231,79858840,79862820,TAA
SIRT7,chr17,-,79869814,79876070,79870291,79876007,79869814,79870490,TAA
RAB40B,chr17,-,80612848,80656604,80615738,80656472,80612848,80616010,TAA
ZNF750,chr17,-,80787310,80798454,80788017,80790330,80787310,80788753,TAA
COLEC12,chr18,-,319360,500722,320044,500514,319360,320064,TAA
ENOSF1,chr18,-,672545,712662,674304,706532,672545,673076,TAA
YES1,chr18,-,721747,812239,724423,756827,721747,724632,TAA
C18orf42,chr18,-,5145367,5197224,5145560,5197052,5145367,5145754,TAA
PTPN2,chr18,-,12785476,12884337,12785821,12884140,12785476,12785843,TAA
FAM210A,chr18,-,13663349,13726591,13666478,13682076,13663349,13666712,TAA
ROCK1,chr18,-,18526866,18691812,18531344,18690871,18526866,18531348,TAA
ESCO1,chr18,-,19109241,19180697,19110303,19154804,19109241,19110451,TAA
ABHD3,chr18,-,19230857,19284766,19231551,19284626,19230857,19231724,TAA
ANKRD29,chr18,-,21178889,21242849,21181189,21242694,21178889,21181273,TAA
OSBPL1A,chr18,-,21742007,21977823,21743142,21957497,21742007,21743245,TAA
DSC3,chr18,-,28569973,28622707,28574140,28622626,28569973,28574338,TAA
DSC1,chr18,-,28709198,28742819,28710765,28742557,28709198,28710674,TAA
B4GALT6,chr18,-,29203131,29264686,29205576,29264389,29203131,29205724,TAA
KLHL14,chr18,-,30252633,30353025,30254619,30350554,30252633,30254760,TAA
CCDC178,chr18,-,30517588,31020685,30517974,30992052,30517588,30518055,TAA
ZSCAN30,chr18,-,32831031,32870196,32833413,32844316,32831031,32834345,TAA
ZNF24,chr18,-,32912175,32924420,32917195,32920614,32912175,32917734,TAA
ZNF396,chr18,-,32946660,32957301,32948314,32954256,32946660,32948409,TAA
RP11-322E11.6,chr18,-,33023834,33077904,33023851,33077838,33023834,33023986,TAA
PSTPIP2,chr18,-,43563501,43652226,43568675,43652154,43563501,43565416,TAA
ATP5A1,chr18,-,43664109,43684199,43664247,43678197,43664109,43664329,TAA
PIAS2,chr18,-,44388352,44497308,44392395,44497308,44388352,44392575,TAA
TCEB3CL2,chr18,-,44542730,44544607,44542730,44544371,44542730,44544607,TAA
TCEB3CL,chr18,-,44548657,44550534,44548657,44550298,44548657,44550534,TAA
TCEB3C,chr18,-,44554572,44556449,44554572,44556213,44554572,44556449,TAA
TCEB3B,chr18,-,44558942,44561988,44559373,44561635,44558942,44561988,TAA
SKOR2,chr18,-,44746292,44775554,44746292,44775554,44746292,44746381,TAA
SMAD2,chr18,-,45357921,45457512,45368197,45423127,45357921,45368321,TAA
C18orf32,chr18,-,47008027,47013622,47008714,47010118,47008027,47008780,TAA
RPL17-C18orf32,chr18,-,47008050,47017956,47009961,47017941,47008050,47008780,TAA
RPL17,chr18,-,47014857,47018906,47014888,47017941,47014857,47014936,TAA
MRO,chr18,-,48325507,48351750,48325706,48335770,48325507,48325760,TAA
MEX3C,chr18,-,48700919,48723690,48702720,48723690,48700919,48703946,TAA
MBD2,chr18,-,51679078,51751158,51686146,51750929,51679078,51681681,TAA
TCF4,chr18,-,52895166,53303185,52895455,53303128,52895166,52895261,TAA
TXNL1,chr18,-,54264438,54305876,54270257,54305671,54264438,54270287,TAA
NARS,chr18,-,55267887,55289405,55268883,55288949,55267887,55269015,TAA
ALPK2,chr18,-,56148478,56296189,56149054,56279029,56148478,56149271,TAA
MC4R,chr18,-,58038563,58040001,58038583,58039582,58038563,58040001,TAA
AC015989.2,chr18,-,60505639,60505948,60505639,60505948,60505639,60505948,TAA
KDSR,chr18,-,60994958,61034743,60999014,61034351,60994958,60999134,TAA
VPS4B,chr18,-,61056422,61089696,61058207,61089492,61056422,61058309,TAA
DSEL,chr18,-,65173818,65184217,65178206,65181875,65173818,65182729,TAA
CD226,chr18,-,67530191,67624232,67531549,67614642,67530191,67531675,TAA
CBLN2,chr18,-,70203914,70211774,70205410,70209395,70203914,70205608,TAA
ZADH2,chr18,-,72907062,72921303,72913370,72921013,72907062,72914295,TAA
SMIM21,chr18,-,73121430,73139658,73122818,73139518,73121430,73122864,TAA
ZNF516,chr18,-,74069643,74207146,74074452,74155010,74069643,74074512,TAA
RP11-162A12.2,chr18,-,74506687,74534251,74507492,74528765,74506687,74507614,TAA
AC018445.1,chr18,-,77275811,77276057,77275811,77276057,77275811,77276057,TAA
THEG,chr19,-,362056,376013,362199,375970,362056,362426,TAA
C19orf26,chr19,-,1229946,1237990,1230891,1236081,1229946,1231274,TAA
UQCR11,chr19,-,1597170,1605480,1599438,1605408,1597170,1598214,TAA
GNG7,chr19,-,2511216,2702707,2515019,2520686,2511216,2515145,TAA
PIP5K1C,chr19,-,3630180,3700477,3633164,3700388,3630180,3633167,TAA
AC016586.1,chr19,-,4041126,4043154,4042082,4042496,4041126,4043154,TAA
ZBTB7A,chr19,-,4044361,4066943,4047749,4055230,4044361,4048242,TAA
ARRDC5,chr19,-,4890448,4902879,4891057,4902879,4890448,4891585,TAA
PTPRS,chr19,-,5205518,5340814,5206784,5286151,5205518,5206853,TAA
SAFB2,chr19,-,5587009,5622991,5587253,5622726,5587009,5587410,TAA
PRR22,chr19,-,5782970,5784776,5782988,5784671,5782970,5784064,TAA
DENND1C,chr19,-,6467217,6481819,6467514,6481706,6467217,6468129,TAA
INSR,chr19,-,7112265,7293942,7117066,7293902,7112265,7117421,TAA
ELAVL1,chr19,-,8023462,8070492,8028366,8056699,8023462,8028691,TAA
KANK3,chr19,-,8387467,8408146,8387722,8402712,8387467,8387806,TAA
PRAM1,chr19,-,8554940,8567495,8555072,8567475,8554940,8555110,TAA
OR7G2,chr19,-,9212944,9213982,9212944,9213982,9212944,9213982,TAA
ZNF699,chr19,-,9404950,9415795,9406150,9415795,9404950,9407609,TAA
ZNF266,chr19,-,9523271,9546234,9523950,9529214,9523271,9525396,TAA
ZNF562,chr19,-,9759362,9785776,9763624,9771420,9759362,9764557,TAA
FBXL12,chr19,-,9920942,9929731,9921571,9929489,9920942,9922393,TAA
EIF3G,chr19,-,10225692,10230578,10225789,10230535,10225692,10225805,TAA
ZGLP1,chr19,-,10415478,10420556,10415766,10419357,10415478,10415884,TAA
CTD-2369P2.12,chr19,-,10426146,10431354,10428129,10431354,10426146,10426168,TAA
RAVER1,chr19,-,10426887,10444316,10428129,10444234,10426887,10428276,TAA
ZNF823,chr19,-,11832079,11849788,11832515,11849634,11832079,11834157,TAA
ZNF433,chr19,-,12125572,12146525,12125659,12146354,12125572,12127481,TAA
ZNF625,chr19,-,12255704,12267529,12258210,12267373,12255704,12257039,TAA
